claim_id,claim_date,province,claim_types,claim_amount,claim_status
62,2025-03-03,Northern Cape,Health Insurance,3920,Approved
63,2025-03-04,Limpopo,Life Insurance,26658,Approved
64,2025-03-05,Eastern Cape,Health Insurance,49770,Rejected
65,2025-03-06,Northern Cape,Health Insurance,15025,Pending
66,2025-03-07,Free State,Health Insurance,9946,Pending
67,2025-03-08,KwaZulu-Natal,Home Insurance,29706,Rejected
68,2025-03-09,Eastern Cape,Home Insurance,46500,Approved
69,2025-03-10,KwaZulu-Natal,Health Insurance,40004,Approved
70,2025-03-11,Mpumalanga,Life Insurance,17309,Pending
71,2025-03-12,Free State,Business Insurance,47286,Approved
72,2025-03-13,Free State,Life Insurance,34120,Rejected
73,2025-03-14,Eastern Cape,Motor Vehicle,31027,Rejected
74,2025-03-15,Free State,Home Insurance,8005,Pending
75,2025-03-16,Limpopo,Business Insurance,47804,Rejected
76,2025-03-17,Free State,Business Insurance,1956,Rejected
77,2025-03-18,KwaZulu-Natal,Motor Vehicle,35839,Pending
78,2025-03-19,KwaZulu-Natal,Motor Vehicle,9595,Rejected
79,2025-03-20,Northern Cape,Health Insurance,48908,Rejected
80,2025-03-21,KwaZulu-Natal,Home Insurance,13803,Rejected
81,2025-03-22,Northern Cape,Home Insurance,26963,Approved
82,2025-03-23,KwaZulu-Natal,Life Insurance,37221,Pending
83,2025-03-24,Limpopo,Health Insurance,40443,Pending
84,2025-03-25,North West,Health Insurance,34723,Pending
85,2025-03-26,Northern Cape,Health Insurance,40063,Approved
86,2025-03-27,Gauteng,Health Insurance,49689,Approved
87,2025-03-28,Mpumalanga,Home Insurance,16282,Pending
88,2025-03-29,Eastern Cape,Home Insurance,5703,Approved
89,2025-03-30,KwaZulu-Natal,Health Insurance,7563,Pending
90,2025-03-31,Free State,Life Insurance,26849,Approved
91,2025-04-01,North West,Business Insurance,32860,Rejected
92,2025-04-02,KwaZulu-Natal,Business Insurance,32585,Rejected
93,2025-04-03,Free State,Life Insurance,23015,Pending
94,2025-04-04,Mpumalanga,Health Insurance,13003,Approved
95,2025-04-05,Mpumalanga,Home Insurance,44585,Approved
96,2025-04-06,Mpumalanga,Business Insurance,27958,Rejected
97,2025-04-07,Free State,Motor Vehicle,27017,Rejected
98,2025-04-08,KwaZulu-Natal,Motor Vehicle,12171,Approved
99,2025-04-09,Mpumalanga,Life Insurance,46350,Approved
100,2025-04-10,Limpopo,Health Insurance,13201,Approved
101,2025-04-11,Northern Cape,Business Insurance,30426,Approved
102,2025-04-12,Free State,Health Insurance,18778,Approved
103,2025-04-13,Free State,Business Insurance,46241,Approved
104,2025-04-14,KwaZulu-Natal,Life Insurance,43229,Pending
105,2025-04-15,Free State,Life Insurance,22116,Approved
106,2025-04-16,Free State,Motor Vehicle,49364,Rejected
107,2025-04-17,Mpumalanga,Health Insurance,34297,Pending
108,2025-04-18,KwaZulu-Natal,Motor Vehicle,20342,Approved
109,2025-04-19,Mpumalanga,Health Insurance,28490,Rejected
110,2025-04-20,Northern Cape,Motor Vehicle,20975,Pending
111,2025-04-21,North West,Home Insurance,27723,Rejected
112,2025-04-22,Northern Cape,Home Insurance,24279,Approved
113,2025-04-23,North West,Home Insurance,13765,Approved
114,2025-04-24,Mpumalanga,Home Insurance,47678,Approved
115,2025-04-25,Northern Cape,Business Insurance,12561,Approved
116,2025-04-26,KwaZulu-Natal,Home Insurance,42899,Pending
117,2025-04-27,Eastern Cape,Life Insurance,1525,Pending
118,2025-04-28,Mpumalanga,Life Insurance,23861,Rejected
119,2025-04-29,North West,Business Insurance,34142,Approved
120,2025-04-30,Limpopo,Home Insurance,27916,Rejected
121,2025-05-01,North West,Home Insurance,45965,Pending
122,2025-05-02,Limpopo,Home Insurance,5648,Approved
123,2025-05-03,Free State,Motor Vehicle,36133,Approved
124,2025-05-04,Northern Cape,Health Insurance,31523,Pending
125,2025-05-05,Limpopo,Motor Vehicle,30052,Pending
126,2025-05-06,North West,Health Insurance,35414,Pending
127,2025-05-07,Free State,Home Insurance,33781,Pending
128,2025-05-08,Eastern Cape,Home Insurance,5599,Pending
129,2025-05-09,KwaZulu-Natal,Motor Vehicle,36046,Approved
130,2025-05-10,KwaZulu-Natal,Motor Vehicle,48064,Pending
131,2025-05-11,KwaZulu-Natal,Health Insurance,36923,Approved
132,2025-05-12,Limpopo,Life Insurance,42089,Approved
133,2025-05-13,Eastern Cape,Health Insurance,4814,Pending
134,2025-05-14,Limpopo,Motor Vehicle,46893,Pending
135,2025-05-15,Northern Cape,Motor Vehicle,36984,Approved
136,2025-05-16,Limpopo,Business Insurance,27616,Pending
137,2025-05-17,Eastern Cape,Motor Vehicle,3113,Pending
138,2025-05-18,Eastern Cape,Business Insurance,44006,Pending
139,2025-05-19,Northern Cape,Life Insurance,14760,Rejected
140,2025-05-20,Eastern Cape,Health Insurance,22927,Approved
141,2025-05-21,North West,Health Insurance,21939,Rejected
142,2025-05-22,Eastern Cape,Business Insurance,33419,Pending
143,2025-05-23,KwaZulu-Natal,Health Insurance,13588,Rejected
144,2025-05-24,North West,Motor Vehicle,37142,Pending
145,2025-05-25,North West,Home Insurance,40198,Rejected
146,2025-05-26,Northern Cape,Business Insurance,45738,Pending
147,2025-05-27,Gauteng,Health Insurance,34397,Rejected
148,2025-05-28,Gauteng,Business Insurance,17653,Rejected
149,2025-05-29,Eastern Cape,Business Insurance,11831,Rejected
150,2025-05-30,North West,Home Insurance,6724,Approved
151,2025-05-31,Gauteng,Motor Vehicle,12083,Rejected
152,2025-06-01,Gauteng,Business Insurance,46917,Approved
153,2025-06-02,Eastern Cape,Health Insurance,20816,Pending
154,2025-06-03,Gauteng,Life Insurance,43240,Rejected
155,2025-06-04,Limpopo,Business Insurance,7276,Pending
156,2025-06-05,Free State,Business Insurance,49403,Pending
157,2025-06-06,Northern Cape,Home Insurance,39663,Rejected
158,2025-06-07,Free State,Motor Vehicle,14994,Approved
159,2025-06-08,Eastern Cape,Life Insurance,24499,Rejected
160,2025-06-09,KwaZulu-Natal,Health Insurance,24040,Pending
161,2025-06-10,Northern Cape,Life Insurance,44320,Pending
162,2025-06-11,Eastern Cape,Health Insurance,17959,Rejected
163,2025-06-12,North West,Motor Vehicle,7099,Approved
164,2025-06-13,KwaZulu-Natal,Health Insurance,43267,Approved
165,2025-06-14,Free State,Home Insurance,20576,Pending
166,2025-06-15,Eastern Cape,Home Insurance,36946,Pending
167,2025-06-16,North West,Home Insurance,7116,Approved
168,2025-06-17,Northern Cape,Home Insurance,16563,Rejected
169,2025-06-18,Northern Cape,Life Insurance,27788,Pending
170,2025-06-19,Mpumalanga,Motor Vehicle,27928,Approved
171,2025-06-20,North West,Health Insurance,37336,Pending
172,2025-06-21,Limpopo,Health Insurance,10847,Rejected
173,2025-06-22,Gauteng,Home Insurance,27155,Approved
174,2025-06-23,KwaZulu-Natal,Home Insurance,15135,Pending
175,2025-06-24,North West,Business Insurance,18774,Rejected
176,2025-06-25,Mpumalanga,Motor Vehicle,2742,Pending
177,2025-06-26,Gauteng,Life Insurance,19309,Rejected
178,2025-06-27,Gauteng,Health Insurance,1619,Rejected
179,2025-06-28,Eastern Cape,Business Insurance,18658,Approved
180,2025-06-29,Gauteng,Business Insurance,35707,Rejected
181,2025-06-30,Limpopo,Health Insurance,21337,Pending
182,2025-07-01,Northern Cape,Life Insurance,17001,Rejected
183,2025-07-02,Mpumalanga,Business Insurance,1968,Rejected
184,2025-07-03,Gauteng,Business Insurance,48614,Approved
185,2025-07-04,Eastern Cape,Motor Vehicle,26892,Rejected
186,2025-07-05,Limpopo,Life Insurance,26619,Rejected
187,2025-07-06,Free State,Business Insurance,1281,Pending
188,2025-07-07,Northern Cape,Life Insurance,28420,Approved
189,2025-07-08,Northern Cape,Health Insurance,16360,Approved
190,2025-07-09,Mpumalanga,Home Insurance,40030,Approved
191,2025-07-10,Northern Cape,Business Insurance,2058,Rejected
192,2025-07-11,Gauteng,Motor Vehicle,21677,Approved
193,2025-07-12,Eastern Cape,Health Insurance,11724,Rejected
194,2025-07-13,Northern Cape,Life Insurance,29404,Rejected
195,2025-07-14,Northern Cape,Health Insurance,38946,Pending
196,2025-07-15,Free State,Business Insurance,40748,Pending
197,2025-07-16,Free State,Life Insurance,30856,Pending
198,2025-07-17,KwaZulu-Natal,Home Insurance,10200,Pending
199,2025-07-18,Limpopo,Health Insurance,34997,Pending
200,2025-07-19,Gauteng,Business Insurance,26611,Rejected
201,2025-07-20,Northern Cape,Motor Vehicle,42235,Rejected
202,2025-07-21,North West,Life Insurance,36057,Approved
203,2025-07-22,Northern Cape,Health Insurance,2239,Rejected
204,2025-07-23,Eastern Cape,Health Insurance,39138,Rejected
205,2025-07-24,KwaZulu-Natal,Home Insurance,49938,Pending
206,2025-07-25,Limpopo,Home Insurance,1125,Rejected
207,2025-07-26,North West,Motor Vehicle,46272,Pending
208,2025-07-27,KwaZulu-Natal,Motor Vehicle,24857,Approved
209,2025-07-28,Mpumalanga,Business Insurance,16398,Approved
210,2025-07-29,Limpopo,Business Insurance,7638,Rejected
211,2025-07-30,Northern Cape,Motor Vehicle,7570,Approved
212,2025-07-31,Northern Cape,Motor Vehicle,4249,Rejected
213,2025-08-01,Limpopo,Life Insurance,10110,Approved
214,2025-08-02,Northern Cape,Home Insurance,41363,Pending
215,2025-08-03,Gauteng,Business Insurance,14605,Pending
216,2025-08-04,Limpopo,Home Insurance,13115,Pending
217,2025-08-05,KwaZulu-Natal,Home Insurance,40062,Pending
218,2025-08-06,Limpopo,Motor Vehicle,23911,Rejected
219,2025-08-07,North West,Life Insurance,39525,Approved
220,2025-08-08,Northern Cape,Health Insurance,33556,Rejected
221,2025-08-09,Gauteng,Life Insurance,13595,Pending
222,2025-08-10,Gauteng,Life Insurance,2969,Rejected
223,2025-08-11,Mpumalanga,Home Insurance,44753,Approved
224,2025-08-12,KwaZulu-Natal,Life Insurance,18275,Rejected
225,2025-08-13,Free State,Business Insurance,5470,Approved
226,2025-08-14,Free State,Home Insurance,11225,Rejected
227,2025-08-15,Limpopo,Business Insurance,43324,Approved
228,2025-08-16,Mpumalanga,Health Insurance,42974,Approved
229,2025-08-17,Eastern Cape,Home Insurance,43759,Pending
230,2025-08-18,Limpopo,Health Insurance,24196,Approved
231,2025-08-19,Mpumalanga,Home Insurance,41287,Pending
232,2025-08-20,KwaZulu-Natal,Motor Vehicle,14669,Pending
233,2025-08-21,KwaZulu-Natal,Life Insurance,38380,Pending
234,2025-08-22,KwaZulu-Natal,Motor Vehicle,46141,Rejected
235,2025-08-23,KwaZulu-Natal,Health Insurance,49320,Rejected
236,2025-08-24,KwaZulu-Natal,Life Insurance,48414,Rejected
237,2025-08-25,Mpumalanga,Home Insurance,39006,Rejected
238,2025-08-26,Mpumalanga,Life Insurance,16577,Approved
239,2025-08-27,Gauteng,Business Insurance,23473,Approved
240,2025-08-28,North West,Life Insurance,29625,Rejected
241,2025-08-29,Free State,Business Insurance,16504,Approved
242,2025-08-30,Northern Cape,Life Insurance,25089,Approved
243,2025-08-31,KwaZulu-Natal,Business Insurance,37487,Pending
244,2025-09-01,Eastern Cape,Health Insurance,1302,Pending
245,2025-09-02,Northern Cape,Motor Vehicle,32463,Pending
246,2025-09-03,Mpumalanga,Home Insurance,45912,Pending
247,2025-09-04,Eastern Cape,Life Insurance,30259,Approved
248,2025-09-05,Eastern Cape,Motor Vehicle,43823,Rejected
249,2025-09-06,Eastern Cape,Home Insurance,38208,Approved
250,2025-09-07,Gauteng,Home Insurance,31659,Approved
251,2025-09-08,Mpumalanga,Business Insurance,36840,Approved
252,2025-09-09,Eastern Cape,Health Insurance,32890,Pending
253,2025-09-10,KwaZulu-Natal,Health Insurance,14598,Pending
254,2025-09-11,Limpopo,Motor Vehicle,48055,Pending
255,2025-09-12,Eastern Cape,Health Insurance,47733,Rejected
256,2025-09-13,Gauteng,Life Insurance,20508,Approved
257,2025-09-14,Northern Cape,Health Insurance,43287,Rejected
258,2025-09-15,Mpumalanga,Motor Vehicle,14380,Pending
259,2025-09-16,North West,Health Insurance,27984,Rejected
260,2025-09-17,Gauteng,Life Insurance,45633,Approved
261,2025-09-18,Eastern Cape,Business Insurance,9125,Approved
262,2025-09-19,Mpumalanga,Motor Vehicle,37059,Pending
263,2025-09-20,Limpopo,Business Insurance,5033,Pending
264,2025-09-21,Eastern Cape,Business Insurance,38873,Rejected
265,2025-09-22,Gauteng,Business Insurance,18087,Pending
266,2025-09-23,Free State,Home Insurance,41901,Pending
267,2025-09-24,KwaZulu-Natal,Home Insurance,6704,Approved
268,2025-09-25,North West,Business Insurance,8848,Pending
269,2025-09-26,Northern Cape,Motor Vehicle,22592,Pending
270,2025-09-27,Gauteng,Life Insurance,46743,Approved
271,2025-09-28,Mpumalanga,Life Insurance,7924,Approved
272,2025-09-29,North West,Health Insurance,28208,Rejected
273,2025-09-30,North West,Motor Vehicle,20614,Pending
274,2025-10-01,North West,Home Insurance,1488,Approved
275,2025-10-02,Eastern Cape,Business Insurance,40882,Rejected
276,2025-10-03,KwaZulu-Natal,Health Insurance,26923,Rejected
277,2025-10-04,Eastern Cape,Life Insurance,49508,Pending
278,2025-10-05,Mpumalanga,Home Insurance,36941,Pending
279,2025-10-06,Eastern Cape,Home Insurance,30165,Rejected
280,2025-10-07,Free State,Business Insurance,2667,Approved
281,2025-10-08,KwaZulu-Natal,Life Insurance,27213,Rejected
282,2025-10-09,KwaZulu-Natal,Motor Vehicle,5114,Pending
283,2025-10-10,Mpumalanga,Home Insurance,37321,Approved
284,2025-10-11,Northern Cape,Business Insurance,8761,Approved
285,2025-10-12,Free State,Motor Vehicle,32116,Rejected
286,2025-10-13,Gauteng,Life Insurance,34768,Pending
287,2025-10-14,Eastern Cape,Home Insurance,49406,Rejected
288,2025-10-15,Limpopo,Motor Vehicle,26426,Rejected
289,2025-10-16,Eastern Cape,Motor Vehicle,18772,Rejected
290,2025-10-17,North West,Motor Vehicle,39218,Approved
291,2025-10-18,Eastern Cape,Home Insurance,4712,Approved
292,2025-10-19,Gauteng,Home Insurance,2367,Pending
293,2025-10-20,Eastern Cape,Health Insurance,41957,Pending
294,2025-10-21,Free State,Life Insurance,42781,Rejected
295,2025-10-22,Free State,Business Insurance,27200,Rejected
296,2025-10-23,KwaZulu-Natal,Motor Vehicle,4726,Rejected
297,2025-10-24,Mpumalanga,Health Insurance,24616,Pending
298,2025-10-25,Northern Cape,Business Insurance,28723,Approved
299,2025-10-26,Limpopo,Health Insurance,38574,Approved
300,2025-10-27,North West,Home Insurance,35958,Rejected
301,2025-10-28,Eastern Cape,Motor Vehicle,10108,Rejected
302,2025-10-29,Eastern Cape,Business Insurance,13178,Rejected
303,2025-10-30,Gauteng,Business Insurance,36643,Rejected
304,2025-10-31,Mpumalanga,Business Insurance,32324,Pending
305,2025-11-01,Free State,Business Insurance,39360,Approved
306,2025-11-02,Limpopo,Business Insurance,18824,Rejected
307,2025-11-03,KwaZulu-Natal,Health Insurance,46360,Pending
308,2025-11-04,Free State,Motor Vehicle,9927,Rejected
309,2025-11-05,North West,Home Insurance,29144,Rejected
310,2025-11-06,Mpumalanga,Home Insurance,32010,Approved
311,2025-11-07,North West,Home Insurance,23443,Rejected
312,2025-11-08,Northern Cape,Home Insurance,15437,Approved
313,2025-11-09,KwaZulu-Natal,Health Insurance,45298,Approved
314,2025-11-10,Northern Cape,Life Insurance,40778,Approved
315,2025-11-11,Gauteng,Motor Vehicle,12207,Pending
316,2025-11-12,North West,Business Insurance,26537,Pending
317,2025-11-13,Gauteng,Life Insurance,36757,Approved
318,2025-11-14,Eastern Cape,Home Insurance,13040,Rejected
319,2025-11-15,Northern Cape,Life Insurance,42986,Approved
320,2025-11-16,Mpumalanga,Motor Vehicle,23612,Rejected
321,2025-11-17,North West,Business Insurance,29441,Approved
322,2025-11-18,Limpopo,Business Insurance,7471,Rejected
323,2025-11-19,KwaZulu-Natal,Motor Vehicle,36631,Pending
324,2025-11-20,Free State,Motor Vehicle,44461,Rejected
325,2025-11-21,Mpumalanga,Home Insurance,27523,Approved
326,2025-11-22,Mpumalanga,Business Insurance,32348,Pending
327,2025-11-23,Gauteng,Life Insurance,2177,Rejected
328,2025-11-24,Northern Cape,Health Insurance,5760,Rejected
329,2025-11-25,North West,Health Insurance,33779,Rejected
330,2025-11-26,North West,Motor Vehicle,22636,Rejected
331,2025-11-27,Eastern Cape,Home Insurance,17353,Rejected
332,2025-11-28,Eastern Cape,Health Insurance,12556,Pending
333,2025-11-29,KwaZulu-Natal,Business Insurance,28598,Pending
334,2025-11-30,Gauteng,Motor Vehicle,12563,Pending
335,2025-12-01,Mpumalanga,Life Insurance,47819,Pending
336,2025-12-02,North West,Motor Vehicle,44790,Approved
337,2025-12-03,Limpopo,Life Insurance,9234,Pending
338,2025-12-04,Gauteng,Motor Vehicle,26519,Rejected
339,2025-12-05,KwaZulu-Natal,Motor Vehicle,27966,Rejected
340,2025-12-06,KwaZulu-Natal,Motor Vehicle,17173,Pending
341,2025-12-07,Gauteng,Life Insurance,27987,Rejected
342,2025-12-08,KwaZulu-Natal,Life Insurance,14178,Pending
343,2025-12-09,Gauteng,Motor Vehicle,40338,Rejected
344,2025-12-10,Free State,Health Insurance,25596,Approved
345,2025-12-11,Gauteng,Home Insurance,34174,Approved
346,2025-12-12,Northern Cape,Home Insurance,42974,Pending
347,2025-12-13,Gauteng,Home Insurance,5431,Pending
348,2025-12-14,KwaZulu-Natal,Life Insurance,28764,Pending
349,2025-12-15,North West,Life Insurance,22627,Rejected
350,2025-12-16,Northern Cape,Health Insurance,40310,Pending
351,2025-12-17,KwaZulu-Natal,Home Insurance,9906,Approved
352,2025-12-18,Eastern Cape,Home Insurance,37914,Rejected
353,2025-12-19,Eastern Cape,Motor Vehicle,45814,Pending
354,2025-12-20,North West,Life Insurance,46379,Rejected
355,2025-12-21,North West,Home Insurance,14076,Rejected
356,2025-12-22,Northern Cape,Health Insurance,38650,Pending
357,2025-12-23,Free State,Health Insurance,47881,Rejected
358,2025-12-24,North West,Home Insurance,47413,Approved
359,2025-12-25,Eastern Cape,Life Insurance,7012,Approved
360,2025-12-26,Gauteng,Health Insurance,8151,Rejected
361,2025-12-27,KwaZulu-Natal,Motor Vehicle,29211,Pending
362,2025-12-28,Eastern Cape,Health Insurance,28117,Rejected
363,2025-12-29,Eastern Cape,Business Insurance,37378,Approved
364,2025-12-30,Free State,Business Insurance,43652,Rejected
365,2025-12-31,Northern Cape,Life Insurance,7894,Rejected
366,2026-01-01,Northern Cape,Home Insurance,14467,Approved
367,2026-01-02,Mpumalanga,Life Insurance,32010,Rejected
368,2026-01-03,Free State,Life Insurance,43641,Rejected
369,2026-01-04,Gauteng,Life Insurance,13289,Pending
370,2026-01-05,Northern Cape,Life Insurance,45976,Pending
371,2026-01-06,KwaZulu-Natal,Motor Vehicle,44596,Approved
372,2026-01-07,North West,Motor Vehicle,24171,Approved
373,2026-01-08,Free State,Health Insurance,35905,Approved
374,2026-01-09,North West,Business Insurance,21829,Pending
375,2026-01-10,Eastern Cape,Life Insurance,35054,Approved
376,2026-01-11,KwaZulu-Natal,Health Insurance,49478,Approved
377,2026-01-12,KwaZulu-Natal,Business Insurance,45139,Approved
378,2026-01-13,Eastern Cape,Home Insurance,49713,Pending
379,2026-01-14,Free State,Motor Vehicle,30734,Rejected
380,2026-01-15,Eastern Cape,Business Insurance,8052,Approved
381,2026-01-16,North West,Home Insurance,4654,Rejected
382,2026-01-17,Mpumalanga,Business Insurance,24486,Approved
383,2026-01-18,KwaZulu-Natal,Motor Vehicle,19743,Rejected
384,2026-01-19,Limpopo,Motor Vehicle,49368,Pending
385,2026-01-20,Limpopo,Health Insurance,25489,Pending
386,2026-01-21,North West,Life Insurance,9636,Approved
387,2026-01-22,Gauteng,Business Insurance,7441,Rejected
388,2026-01-23,Northern Cape,Business Insurance,25611,Pending
389,2026-01-24,Eastern Cape,Home Insurance,43435,Approved
390,2026-01-25,Eastern Cape,Motor Vehicle,13149,Approved
391,2026-01-26,Gauteng,Business Insurance,35566,Pending
392,2026-01-27,Gauteng,Motor Vehicle,43368,Pending
393,2026-01-28,North West,Business Insurance,22675,Approved
394,2026-01-29,North West,Health Insurance,6495,Rejected
395,2026-01-30,Gauteng,Life Insurance,43668,Rejected
396,2026-01-31,KwaZulu-Natal,Business Insurance,14673,Rejected
397,2026-02-01,North West,Motor Vehicle,12130,Approved
398,2026-02-02,Mpumalanga,Health Insurance,23668,Pending
399,2026-02-03,North West,Business Insurance,16222,Approved
400,2026-02-04,Eastern Cape,Home Insurance,24669,Pending
401,2026-02-05,North West,Life Insurance,35068,Rejected
402,2026-02-06,KwaZulu-Natal,Business Insurance,24253,Rejected
403,2026-02-07,Gauteng,Health Insurance,10435,Pending
404,2026-02-08,Eastern Cape,Home Insurance,29552,Pending
405,2026-02-09,North West,Health Insurance,38384,Approved
406,2026-02-10,KwaZulu-Natal,Health Insurance,17393,Rejected
407,2026-02-11,Mpumalanga,Home Insurance,11617,Approved
408,2026-02-12,North West,Health Insurance,39520,Approved
409,2026-02-13,KwaZulu-Natal,Home Insurance,10852,Approved
410,2026-02-14,Mpumalanga,Business Insurance,32401,Rejected
411,2026-02-15,Gauteng,Home Insurance,7295,Approved
412,2026-02-16,North West,Home Insurance,36993,Approved
413,2026-02-17,Mpumalanga,Life Insurance,35084,Approved
414,2026-02-18,Eastern Cape,Home Insurance,46105,Approved
415,2026-02-19,Gauteng,Home Insurance,40575,Approved
416,2026-02-20,Eastern Cape,Business Insurance,37451,Approved
417,2026-02-21,Limpopo,Life Insurance,8227,Rejected
418,2026-02-22,Free State,Motor Vehicle,32910,Approved
419,2026-02-23,North West,Business Insurance,37041,Pending
420,2026-02-24,Mpumalanga,Business Insurance,24384,Approved
421,2026-02-25,Free State,Motor Vehicle,1145,Approved
422,2026-02-26,Free State,Home Insurance,38778,Rejected
423,2026-02-27,Mpumalanga,Health Insurance,17035,Rejected
424,2026-02-28,Gauteng,Life Insurance,4040,Pending
425,2026-03-01,North West,Health Insurance,43422,Pending
426,2026-03-02,Limpopo,Motor Vehicle,27160,Rejected
427,2026-03-03,Eastern Cape,Business Insurance,18633,Rejected
428,2026-03-04,KwaZulu-Natal,Business Insurance,30344,Approved
429,2026-03-05,Eastern Cape,Life Insurance,18014,Rejected
430,2026-03-06,KwaZulu-Natal,Business Insurance,15996,Pending
431,2026-03-07,Eastern Cape,Business Insurance,42621,Approved
432,2026-03-08,Mpumalanga,Life Insurance,12695,Pending
433,2026-03-09,Limpopo,Life Insurance,3852,Approved
434,2026-03-10,North West,Motor Vehicle,17014,Rejected
435,2026-03-11,KwaZulu-Natal,Business Insurance,28042,Pending
436,2026-03-12,North West,Business Insurance,34755,Approved
437,2026-03-13,North West,Motor Vehicle,41390,Approved
438,2026-03-14,North West,Home Insurance,24711,Rejected
439,2026-03-15,Northern Cape,Home Insurance,27122,Rejected
440,2026-03-16,Gauteng,Home Insurance,10160,Rejected
441,2026-03-17,Eastern Cape,Motor Vehicle,28213,Pending
442,2026-03-18,North West,Business Insurance,40420,Approved
443,2026-03-19,Eastern Cape,Motor Vehicle,8421,Rejected
444,2026-03-20,North West,Motor Vehicle,22400,Pending
445,2026-03-21,KwaZulu-Natal,Home Insurance,34537,Pending
446,2026-03-22,Gauteng,Health Insurance,18727,Pending
447,2026-03-23,Gauteng,Business Insurance,47882,Rejected
448,2026-03-24,Mpumalanga,Home Insurance,5358,Rejected
449,2026-03-25,Northern Cape,Health Insurance,29482,Approved
450,2026-03-26,Mpumalanga,Health Insurance,33117,Approved
451,2026-03-27,Mpumalanga,Life Insurance,24164,Rejected
452,2026-03-28,Mpumalanga,Business Insurance,32910,Pending
453,2026-03-29,Mpumalanga,Health Insurance,33496,Pending
454,2026-03-30,Mpumalanga,Home Insurance,45311,Pending
455,2026-03-31,Limpopo,Life Insurance,30371,Approved
456,2026-04-01,Gauteng,Business Insurance,39467,Pending
457,2026-04-02,Mpumalanga,Motor Vehicle,18625,Approved
